No.,Filing Yr,Pub Yr.,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Filing Date,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,Solar Finance/ Business Model,Miscellaneous,Filing Year,
352,2011,2012,10 May 12,US 2012/0111393 A1,"Joshua Conley, John Perkins, Wenlai Feng, Thomas Truman, Michael Monaco, Donivan Shetterly",,Solar Mounting/Rack,"13/329,696",12/19/2011,INTEGRATED CARTRIDGE FOR ADHESIVE-MOUNTED PHOTOVOLTAIC MODULES,19 Dec 11,Individual,,,"(Sylvania, OH); (Pittstown, NJ)",OH,USA,"A photovoltaic module mounting cartridge has a frame structure for mounting a plurality of photovoltaic modules thereon, the frame structure having supports for engaging with and supporting an associated mounting rail provided on the underside of a photovoltaic module such that the photovoltaic module can be selectively installed or removed from the cartridge. A method of assembling a photovoltaic module mounting cartridge is also described, comprising providing a frame structure, providing a plurality of photovoltaic modules having at least one associated mounting rail, arranging the photovoltaic modules atop the frame structure, and attaching each associated mounting rail to the frame structure.",Cartridge structure to pre-assemble PV cells and modules to ease installation,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120111393%22.PGNR.&OS=DN/20120111393&RS=DN/20120111393,0,0,,"[0001] This application is a continuation-in-part of U.S. patent application Ser. No. 12/957,808, filed Dec. 1, 2010, which is a continuation-in-part of U.S. patent application Ser. Nos. 12/846,621, filed Jul. 29, 2010, 12/846,644, filed Jul. 29, 2010, and 12/846,686, filed Jul. 29, 2010, the disclosures of which are each incorporated by reference herein in their entirety.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
353,2011,2012,3-May-12,US 2012/0107043 A1,Dallas Kellerman,,Solar Mounting/Rack,"13/331,826",12/20/2011,ASSEMBLIES FOR CONSTRUCTING SOLAR PANEL MOUNTING SYSTEMS,20-Dec-11,,,,"(Mascoutah, IL)",IL,USA,"Mechanical clips and pier cap assemblies are provided that may be used to construct solar panel mounting frames. The assemblies include a pier cap that is configured to be attached to a top portion of a pier, which includes an opening and a flange stop. The flange stop is configured to support a solar panel mounting frame member. The assemblies further include a clip that has an aperture and a tab, with the tab being configured to be disposed through the opening in the pier cap. The assemblies further include a bolt and a nut, which are used to secure a solar panel mounting frame member to the pier cap.",Devices for mounting solar arrays on roof tops,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120107043%22.PGNR.&OS=DN/20120107043&RS=DN/20120107043,0,0,,,Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2011,
376,2011,2012,28-Jun-12,US 2012/0161523 A1,"Eungho KIM, Kwangsoo Lee",LG Electronics Inc.,Solar Inverter; Solar Monitoring,"13/333,330",12/21/2011,PHOTOVOLTAIC POWER GENERATION SYSTEM,21-Dec-11,Established,Publicly Traded,Unknown,Changwon-si,,Korea,"A photovoltaic power generation system is disclosed, which can allow a user to easily acquire information on a photovoltaic inverter, easily control the photovoltaic inverter, and save electric charges.",,Inverter is part of a PV system using electronics to monitor and communicate,"http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%22333,330%22.APN.&OS=APN/%22333,330%22&RS=APN/%22333,330%22",,,,"[0001] This application claims priority under 35 U.S.C. .sctn.119 to Korean Application No. 10-2010-0136478 filed on Dec. 28, 2010, whose entire disclosure is incorporated herein by reference.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,TRUE,,TRUE,,2011,
365,2012,2012,3-May-12,US 2012/0104864 A1,"Robert M. Porter, Anatoli Ledenev","AMPT, LLC",Solar Inverter,"13/346,532",1/9/2012,AC Power Systems for Renewable Electrical Energy ,9-Jan-12,Start-up,Privately owned,,"Fort Collins, CO",CO,USA,"A renewable electrical energy power system is provided with aspects and circuitry that can optimize operation of a DC-AC inverter. Alternative electrical energy sources may include solar cells and solar panels. In various embodiments, the system may include solar panel maximum power point independent inverter input optimization photovoltaic power control circuitry, inverter efficiency optimized converter control circuitry, inverter voltage input set point converter output voltage control circuitry, inverter sweet spot converter control circuitry, photovoltaic inverter duty cycle switch control circuitry, substantially power isomorphic photovoltaic inverter input control circuitry, and substantially power isomorphic photovoltaic inverter duty cycle control circuitry. With previously explained converters, inverter control circuitry or photovoltaic power converter functionality control circuitry configured as inverter sweet spot converter control circuitry can achieve extraordinary efficiencies with substantially power isomorphic photovoltaic capability at 99.2% efficiency or even only wire transmission losses.",Method and device for improving inverter power output,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=37&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,,,,"[0001] This application is a continuation of, and claims benefit of and priority to, U.S. patent application Ser. No. 12/682,882, filed Apr. 13, 2010, which is the National Stage of International Patent Application No. PCT/US2008/060345, filed Apr. 15, 2008, which claims priority to and the benefit of U.S. Provisional Application No. 60/980,157, filed Oct. 15, 2007, and claims priority to and the benefit of U.S. Provisional Application No. 60/982,053, filed Oct. 23, 2007, and claims priority to and the benefit of U.S. Provisional Application No. 60/986,979, filed Nov. 9, 2007, and is a continuation of, and claims benefit of and priority to, International Patent Application No. PCT/US2008/057105, filed Mar. 14, 2008, which claims priority to and the benefit of U.S. Provisional Application No. 60/980,157, filed Oct. 15, 2007, and claims priority to and the benefit of U.S. Provisional Application No. 60/982,053, filed Oct. 23, 2007, and claims priority to and the benefit of U.S. Provisional Application No. 60/986,979, filed Nov. 9, 2007, each said application hereby incorporated herein by reference in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,FALSE,,,,2012,
368,2012,2012,3-May-12,US 2012/0106222 A1,Christoph Schill,DIEHL AKO STIFTUNG & CO. KG,Solar Inverter,"13/347,191",1/10/2012,METHOD OF OPERATING AN INVERTER BY TURNING OFF THE SWITCHING AROUND A ZERO TRANSITION OF THE ALTERNATING OUTPUT CURRENT ,10-Jan-12,Established ,Privately owned,Construction materials supplier,Wagen,,Germany,A method of operating an inverter for converting direct voltage into alternating voltage. The inverter has direct-voltage terminals and alternating-voltage terminals and a plurality of power switching elements that are clocked at high-frequency connected between the d.c. and a.c. terminals. The high-frequency clocking of the power switching elements of the inverter is switched off around a zero transition of the alternating current or the alternating voltage for a period which depends on the direct voltage present at the direct-voltage terminals of the inverter and/or the output power of the inverter. No current is generated during time intervals with a poor efficiency.,Method for controlling inverters in PV systems,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=36&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,,,,"0001] This application is continuation, under 35 U.S.C. .sctn.120, of copending application Ser. No. 12/244,276, filed Oct. 2, 2008; the application also claims the priority, under 35 U.S.C. .sctn.119, of German patent application DE 10 2007 050 450.2, filed Oct. 19, 2007 and German patent application DE 10 2007 058 633.9, filed Dec. 5, 2007; the prior applications are herewith incorporated by reference in their entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,FALSE,,,,2012,
319,2012,2012,12 Jul 12,US 2012/0174967 A1,"David B. Pearce, Dennis R. Hollars, Robert J. Cleereman","Nuvosun, Inc.",Solar Mounting/Rack,"13/347,383",1/10/2012,PHOTOVOLTAIC MODULES AND MOUNTING SYSTEMS,10 Jan 12,Start-up,Privately owned,,"Milpitas, CA",CA,USA,A photovoltaic module includes a support member for securing a photovoltaic cell. The support member includes a plurality of holes extending through at least a portion of the support member. A mounting system includes a buss bar for coupling the photovoltaic module to a power transmission system.,,Module frame is part of thin-film cell,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=20&f=G&l=50&co1=AND&d=PG01&s1=mounting.CLM.&s2=photovoltaic.CLM.&OS=ACLM/mounting+AND+ACLM/photovoltaic&RS=ACLM/mounting+AND+ACLM/photovoltaic,0,0,,"[0001] This application claims the benefit of U.S. Provisional Patent Application No. 61/460,830, filed on Jan. 10, 2011, and U.S. Provisional Patent Application No. 61/508,596, filed on Jul. 15, 2011, which applications are entirely incorporated herein by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,http://nuvosun.com/about.html,,FALSE,TRUE,FALSE,,,,2012,
390,2012,2012,12-Jul-12,US 2012/0175964 A1,"Ilan Yoscovich, Meir Gazit, Tzachi Glovinsky, Yoav Galin",SOLAREDGE TECHNOLOGIES LTD.,Solar Inverter,"13/348,214",1/11/2012,SERIALLY CONNECTED INVERTERS ,11-Jan-12,Start-up,Privately owned,Integrated micro-inverter manufacturer,Hod Hasharon,,Israel,"A photovoltaic power generation system, having a photovoltaic panel, which has a direct current (DC) output and a micro-inverter with input terminals and output terminals. The input terminals are adapted for connection to the DC output. The micro-inverter is configured for converting an input DC power received at the input terminals to an output alternating current (AC) power at the output terminals. A bypass current path between the output terminals may be adapted for passing current produced externally to the micro-inverter. The micro-inverter is configured to output an alternating current voltage significantly less than a grid voltage.",Inverter design change - micro inverter,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=6&f=G&l=50&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&co1=AND&p=1&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,,,,,Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2012,
,2012,2012,20-Dec-12,US20120318757 A1,John E. Liebendorfer,"UniRac, Inc.",Solar Mounting/Rack,"13/354,186",1/19/2012,System for mounting a photovoltaic module to a surface,19-Jan-12,Established,Publicly Traded,,"Albuquerque, NM",NM,USA,"A system for removably and adjustably mounting a device on an object is provided. The system for removably and adjustably mounting a device on an object, according to the present invention, includes an apparatus and method useful for removably and adjustably mounting one or more photovoltaic modules on an object such as a pole or roof, and includes one or more triple track rails. Also included are one or more connector brackets that are demountably attachable to the one or more triple track rails and to the object.",Mounting system that is composed of rails and other elements that enable ease of removing and re-installing PV modules. ,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120318757%22.PGNR.&OS=DN/20120318757&RS=DN/20120318757,0,0,,"This application is a continuation of prior U.S. application Ser. No. 12/848,716 filed on Aug. 2, 2010, which is a continuation of the application filed Jul. 17, 2007, application Ser. No. 11/826,607, now U.S. Pat. No. 7,766,292, which is a continuation of the application filed Apr. 4, 2002, application Ser. No. 10/116,384, now U.S. Pat. No. 7,260,918, which is a continuation-in-part of the application filed on Jul. 20, 2001, application Ser. No. 09/910,655, now U.S. Pat. No. 7,434,362, the disclosures of which are hereby incorporated by reference herein.",Application Search,Mounting (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2012,
303,2012,2012,26-Jul-12,US 2012/0186632 A1,"Mark REINHOLD, Frank J. CETTINA",COMPUTER COMPONENTS CORPORATION,Solar Mounting/Rack,"13/357,683",1/25/2012,"Mounting Assembly for Supporting a Solar Panel, and Method of Employing Same",25-Jan-12,Established,Privately owned,,"Philadelphia, PA",PA,USA,A mounting assembly for a solar panel includes at least two laterally spaced-apart frames placed on a support surface. Each frame is selectively reconfigurable between an expanded configuration and a collapsed configuration. A spacer bracket extends generally perpendicularly to a longitudinal axis of each frame. Opposing ends of the spacer bracket are attached to a portion of one of the frame. A solar panel is supported by at least a portion of each frame. The solar panel is positioned at an angle of less than 90 degrees and greater than 0 degrees with respect to the support surface.,Mounting racks for PV panels,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120186632%22.PGNR.&OS=DN/20120186632&RS=DN/20120186632,0,0,,"[0001] The present application claims the benefit of U.S. Provisional Patent Application No. 61/461,949, filed Jan. 25, 2011 and entitled ""Portable and Collapsible Assembly for Supporting a Solar Panel.""",Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2012,
15,2012,2012,22 Aug 08,US 2012/0212206 A1,Matthieu Chevrier,Texas Instruments Deutschland GmbH,Solar Monitoring,"13/361,289 ",323/298,ELECTRONIC DEVICE FOR OPTIMIZING THE OUTPUT POWER OF A SOLAR CELL AND METHOD FOR OPERATING THE ELECTRONIC DEVICE ,29 Jan 08,Established,Publicly Traded,,Freising,N/A,Germany,"An electronic device for optimizing the output power of a solar cell, the electronic device having: a variable resistor coupled in series between the solar cell and a load, a control unit that is configured to control the variable resistor, a sensor for measuring an output voltage and a sensor for measuring the output current of the solar cell, wherein the control unit is configured to vary the resistance of the series resistor over time such that the first order derivative of the output voltage over time has a constant value, to monitor the second order derivative of the output current over time simultaneously, to detect whether the second order derivative of the output current over time exceeds a predetermined threshold value and to identify the corresponding values of the output voltage and current as a maximum power point (MPP) of the solar cell. ",Power optimization,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=112&p=3&f=G&l=50&d=PG01&S1=%28%28solar.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29+OR+%28photovoltaic.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29%29&OS=+%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29&RS=%28%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29%29,,,,,application search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),utility,yes,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),yes,TRUE,,,,,,TRUE,,,,,
